Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,Offensive_Value,Score
Axel Agami,12,195,100,23,7,16,4,24,62,95.38,885,258,627,54.0,7,3,0,0,0,0,--,0,13,182,215,empire,2025,7.0,16.0,23.0,0.62,2.05,0.12,3.0,6.0,9.0,7.0,3.0,14.27,213.0,0.89,0.18,0.23,8.95,0.35,0.64,0.35,0.49,0.22,2.7,6.26,0.95,0.19,-0.03,1.76,-0.4,0.07,-0.33,0.03,0.34,-0.07,0.21,-0.62,0.4,-0.26,0.41,0.412
Nate Knutson,10,206,261,39,9,30,7,37,143,94.08,2314,352,1962,35.25,15,5,0,4,0,0,--,0,187,19,253,steel,2025,3.45,11.49,14.94,0.55,3.4,0.18,1.0,8.0,9.0,5.75,1.92,16.18,163.0,0.41,0.08,0.14,8.91,0.17,0.56,0.15,0.24,0.09,1.42,7.49,0.38,-0.69,-0.78,0.3,-0.41,-0.71,-0.53,-0.83,-0.56,-0.91,0.69,-0.99,-1.58,-0.05,0.33,0.411
Philippe Le Bourdais,10,175,208,29,12,17,1,25,80,95.24,2030,474,1556,52.4,12,4,0,1,0,3,100.00,0,166,9,188,royal,2025,5.77,8.17,13.94,0.38,0.57,0.14,2.0,7.0,10.0,5.77,1.92,25.38,172.0,0.46,0.08,0.12,9.79,0.2,0.4,0.2,0.24,0.11,2.34,7.45,0.52,-0.59,-0.78,-0.02,-0.2,-0.58,-0.94,-0.61,-0.56,-0.78,0.68,-0.73,0.23,0.93,0.39,0.408
Carson Chamberlain,9,179,241,31,14,17,4,27,161,94.71,2827,962,1865,41.08,16,6,0,2,0,2,50.00,0,170,9,210,alleycats,2025,5.81,7.05,12.86,0.67,2.23,0.15,4.0,8.0,12.0,6.64,2.49,17.56,164.0,0.41,0.08,0.11,11.72,0.19,0.67,0.18,0.21,0.11,4.01,7.7,0.42,-0.69,-0.78,-0.18,0.27,-0.63,-0.25,-0.7,-0.67,-0.78,0.78,-0.25,-0.96,0.1,0.36,0.407
Matt Miller,14,309,367,60,37,23,8,30,519,92.18,7137,4816,2321,55.59,32,37,0,1,0,25,67.57,1,280,29,338,growlers,2025,10.08,6.27,16.35,1.41,2.59,0.1,13.0,6.0,19.0,8.72,10.08,13.75,223.0,0.35,0.06,0.08,19.33,0.17,1.41,0.18,0.16,0.15,13.01,6.32,0.27,-0.8,-0.93,-0.67,2.13,-0.71,1.64,-0.7,-0.85,-0.52,0.23,2.34,0.57,-0.31,0.33,0.406
Brian Gfroerer,10,179,213,23,9,14,0,13,158,96.34,2406,631,1775,53.05,13,5,0,5,0,0,0.00,0,174,5,184,havoc,2025,4.23,6.57,10.8,0.74,0.0,0.07,3.0,8.0,11.0,6.1,2.35,15.23,152.0,0.43,0.07,0.06,11.29,0.2,0.75,0.18,0.22,0.11,3.01,8.28,0.46,-0.65,-0.86,-0.99,0.17,-0.58,-0.05,-0.7,-0.63,-0.78,1.0,-0.54,0.3,-0.15,0.36,0.396
Ben Jagt,13,323,354,63,18,45,9,60,199,93.87,4306,622,3684,56.5,21,11,0,1,0,1,25.00,30,282,41,346,empire,2025,5.08,12.71,17.8,0.56,2.79,0.19,2.0,10.0,12.0,5.93,3.11,21.64,213.0,0.37,0.07,0.17,12.15,0.14,0.57,0.13,0.22,0.09,1.8,10.35,0.3,-0.76,-0.86,0.79,0.38,-0.84,-0.51,-0.91,-0.63,-0.91,1.82,-0.88,0.67,0.53,0.31,0.395
Greg Cousins,13,181,218,28,7,21,3,25,113,95.76,2257,931,1326,57.34,14,4,0,2,0,6,66.67,1,165,16,216,windchill,2025,3.21,9.63,12.84,0.52,1.66,0.14,4.0,6.0,10.0,6.42,1.83,19.97,247.0,0.44,0.08,0.11,10.37,0.2,0.53,0.17,0.25,0.11,4.29,6.08,0.47,-0.63,-0.78,-0.18,-0.06,-0.58,-0.61,-0.74,-0.52,-0.78,0.14,-0.17,0.76,0.35,0.41,0.383
Archer Gordon,10,175,221,27,6,21,2,25,122,96.83,2147,412,1735,39.82,8,3,1,1,0,1,50.00,0,170,5,208,steel,2025,2.71,9.5,12.22,0.55,1.14,0.14,2.0,8.0,10.0,3.62,1.36,17.6,163.0,0.43,0.08,0.11,9.74,0.17,0.56,0.16,0.25,0.1,1.93,7.81,0.45,-0.65,-0.78,-0.18,-0.21,-0.71,-0.53,-0.78,-0.52,-0.85,0.82,-0.85,-1.09,0.1,0.33,0.373
Cameron Brock,11,163,193,27,11,16,1,22,174,97.21,2209,894,1315,62.18,10,5,1,1,0,2,100.00,0,163,0,201,hustle,2025,5.7,8.29,13.99,0.9,0.61,0.13,5.0,7.0,11.0,5.18,2.59,12.7,210.0,0.49,0.08,0.11,11.43,0.2,0.9,0.21,0.26,0.13,4.64,6.79,0.49,-0.54,-0.78,-0.18,0.2,-0.58,0.34,-0.57,-0.49,-0.65,0.42,-0.07,1.27,-0.42,0.38,0.372
Mark Turner,9,142,170,38,21,17,3,29,142,91.61,2399,1273,1126,54.12,9,11,0,1,0,7,77.78,0,139,3,150,havoc,2025,12.35,10.0,22.35,0.84,2.11,0.2,7.0,7.0,14.0,5.29,6.47,16.89,152.0,0.62,0.1,0.17,14.02,0.22,0.84,0.29,0.3,0.18,7.42,6.61,0.58,-0.3,-0.63,0.79,0.83,-0.5,0.18,-0.22,-0.34,-0.33,0.35,0.73,0.42,0.02,0.37,0.368
Miles Grovic,8,119,63,9,3,6,12,20,28,96.55,813,133,680,47.62,4,1,0,0,0,0,--,0,12,107,135,breeze,2025,4.76,9.52,14.29,0.44,10.08,0.17,2.0,11.0,13.0,6.35,1.59,29.04,202.0,1.16,0.4,0.29,12.76,0.5,0.49,0.49,0.6,0.31,2.32,10.44,1.68,0.69,1.64,2.73,0.53,0.72,-0.71,0.63,0.74,0.52,1.85,-0.73,-0.27,1.32,0.45,0.368
Mick Walter,11,176,120,11,5,6,7,18,68,100.0,899,528,371,50.83,4,0,0,0,0,1,100.00,0,25,151,195,sol,2025,4.17,5.0,9.17,0.57,3.98,0.1,4.0,3.0,7.0,3.33,0.0,13.22,193.0,0.65,0.18,0.14,7.63,0.27,0.58,0.28,0.33,0.16,4.42,3.21,0.79,-0.25,-0.03,0.3,-0.72,-0.28,-0.48,-0.27,-0.24,-0.46,-0.99,-0.13,0.07,-0.37,0.36,0.362
Connor DeLuna,9,147,85,17,5,12,9,25,14,93.33,639,74,565,56.47,3,1,0,0,0,0,--,0,2,145,155,sol,2025,5.88,14.12,20.0,0.16,6.12,0.17,1.0,7.0,8.0,3.53,1.18,45.64,193.0,0.97,0.27,0.28,7.71,0.37,0.21,0.39,0.52,0.23,1.1,6.61,1.45,0.34,0.65,2.57,-0.7,0.15,-1.43,0.21,0.45,0.0,0.35,-1.08,0.66,3.1,0.4,0.358
Jacques Nissen,13,257,307,37,26,11,3,9,595,94.44,6405,4371,2034,54.07,22,31,0,0,0,14,70.00,0,253,4,325,breeze,2025,8.47,3.58,12.05,1.94,1.17,0.04,14.0,7.0,21.0,7.17,10.1,10.76,202.0,0.34,0.06,0.03,20.71,0.17,1.92,0.18,0.15,0.16,14.09,6.62,0.31,-0.82,-0.93,-1.48,2.47,-0.71,2.94,-0.7,-0.89,-0.46,0.35,2.65,0.41,-0.63,0.28,0.355
Brett Hulsmeyer,13,323,347,53,28,25,11,39,353,93.39,5561,1832,3729,61.67,32,22,1,3,0,8,47.06,8,245,78,354,hustle,2025,8.07,7.2,15.27,1.02,3.41,0.12,5.0,11.0,16.0,9.22,6.34,15.75,210.0,0.35,0.07,0.11,15.95,0.18,1.02,0.16,0.17,0.12,5.28,10.68,0.29,-0.8,-0.86,-0.18,1.31,-0.67,0.64,-0.78,-0.81,-0.72,1.95,0.12,1.21,-0.1,0.27,0.351
Thomas Shope,10,182,182,26,5,21,9,32,83,96.51,1663,320,1343,53.3,11,2,0,1,0,1,100.00,0,91,91,210,windchill,2025,2.75,11.54,14.29,0.46,4.95,0.18,2.0,7.0,9.0,6.04,1.1,20.04,247.0,0.51,0.13,0.17,9.19,0.22,0.47,0.19,0.3,0.12,1.84,7.34,0.56,-0.5,-0.4,0.79,-0.34,-0.5,-0.76,-0.65,-0.34,-0.72,0.64,-0.87,0.33,0.36,0.38,0.35
Thomas Edmonds,10,205,221,38,18,20,5,30,304,94.41,3245,1887,1358,52.04,13,13,0,0,0,6,60.00,19,150,55,239,breeze,2025,8.14,9.05,17.19,1.38,2.44,0.15,9.0,6.0,15.0,5.88,5.88,10.67,202.0,0.48,0.09,0.13,14.6,0.19,1.37,0.21,0.24,0.15,8.46,6.14,0.42,-0.56,-0.71,0.14,0.98,-0.63,1.54,-0.57,-0.56,-0.52,0.16,1.03,0.2,-0.64,0.31,0.337
Jeff Babbitt,12,223,208,28,0,28,24,51,197,98.01,1330,284,1046,52.4,12,1,0,0,0,0,--,0,117,106,277,glory,2025,0.0,13.46,13.46,0.95,10.76,0.23,1.0,5.0,6.0,5.77,0.48,6.75,209.0,0.46,0.18,0.24,6.5,0.2,0.95,0.14,0.3,0.1,1.45,5.05,0.43,-0.59,-0.03,1.92,-1.0,-0.58,0.46,-0.87,-0.34,-0.85,-0.26,-0.98,0.23,-1.06,0.29,0.334
Gabe Jagt,6,78,76,15,6,9,3,16,30,93.75,991,296,695,71.05,6,2,0,0,0,1,50.00,0,40,38,65,windchill,2025,7.89,11.84,19.74,0.39,3.85,0.21,4.0,9.0,13.0,7.89,2.63,33.03,247.0,1.05,0.22,0.2,12.91,0.44,0.43,0.44,0.54,0.27,3.96,8.95,1.46,0.49,0.28,1.28,0.56,0.46,-0.86,0.42,0.52,0.26,1.27,-0.26,2.2,1.75,0.64,0.328
Christian Foster,8,164,184,24,21,3,1,10,240,93.39,3280,2755,525,53.8,15,15,1,0,0,26,83.87,12,146,18,161,cascades,2025,11.41,1.63,13.04,1.3,0.61,0.06,15.0,3.0,18.0,8.15,8.15,13.67,177.0,0.5,0.08,0.05,17.65,0.24,1.3,0.27,0.2,0.19,14.71,2.94,0.52,-0.52,-0.78,-1.16,1.72,-0.41,1.36,-0.31,-0.71,-0.26,-1.09,2.82,0.38,-0.32,0.34,0.324
Gabe Schoepke,6,100,92,18,4,14,7,22,14,100.0,663,43,620,52.17,2,0,0,3,0,0,--,1,0,100,118,union,2025,4.35,15.22,19.57,0.15,7.0,0.22,0.0,7.0,7.0,2.17,0.0,47.36,166.0,0.91,0.23,0.23,7.4,0.33,0.2,0.35,0.51,0.21,0.7,6.7,1.36,0.23,0.35,1.76,-0.78,-0.02,-1.45,0.03,0.41,-0.13,0.38,-1.2,0.21,3.28,0.38,0.32
Langley Fitzpatrick,8,104,73,14,4,10,14,27,33,97.06,632,23,609,56.16,4,1,0,0,0,1,100.00,0,8,96,119,cascades,2025,5.48,13.7,19.18,0.45,13.46,0.26,0.0,8.0,9.0,5.48,1.37,19.15,177.0,1.08,0.37,0.35,8.81,0.44,0.49,0.44,0.58,0.27,0.62,8.19,1.34,0.54,1.41,3.71,-0.44,0.46,-0.71,0.42,0.67,0.26,0.97,-1.22,0.63,0.27,0.39,0.32
Dalton Smith,4,79,91,14,9,5,1,9,153,95.63,1240,1041,199,58.24,9,6,0,0,0,2,66.67,0,67,12,85,havoc,2025,9.89,5.49,15.38,1.68,1.27,0.11,11.0,2.0,14.0,9.89,6.59,8.1,152.0,0.88,0.17,0.09,13.49,0.41,1.65,0.41,0.42,0.27,11.1,2.39,0.97,0.18,-0.1,-0.51,0.71,0.33,2.25,0.29,0.09,0.26,-1.31,1.79,0.85,-0.92,0.42,0.314
Hunter May,10,132,93,16,4,12,11,24,17,89.47,772,16,756,51.61,3,1,0,2,0,0,--,0,14,118,152,apex,2025,4.3,12.9,17.2,0.18,8.33,0.18,0.0,8.0,8.0,3.23,1.08,45.41,194.0,0.88,0.27,0.24,8.44,0.34,0.22,0.35,0.48,0.21,0.42,8.02,1.33,0.18,0.65,1.92,-0.53,0.02,-1.4,0.03,0.31,-0.13,0.9,-1.28,0.15,3.08,0.35,0.31
Cam Albin,5,73,65,9,5,4,1,7,56,96.55,780,228,552,53.85,6,2,0,1,0,1,50.00,0,43,30,83,havoc,2025,7.69,6.15,13.85,0.86,1.37,0.1,4.0,8.0,12.0,9.23,3.08,13.93,152.0,1.13,0.23,0.1,11.93,0.51,0.87,0.5,0.56,0.31,3.61,8.31,1.41,0.63,0.35,-0.34,0.32,0.76,0.26,0.68,0.59,0.52,1.02,-0.36,0.39,-0.29,0.42,0.31
Nico Ranabhat,11,169,211,35,11,24,3,26,117,93.6,2179,497,1682,54.03,10,7,0,5,0,2,66.67,1,141,28,204,radicals,2025,5.21,11.37,16.59,0.55,1.78,0.15,2.0,8.0,10.0,4.74,3.32,18.62,192.0,0.49,0.08,0.12,10.34,0.19,0.56,0.19,0.27,0.12,2.42,7.93,0.48,-0.54,-0.78,-0.02,-0.06,-0.63,-0.53,-0.65,-0.45,-0.72,0.87,-0.7,0.41,0.21,0.3,0.309
Sean Wiles,8,128,155,11,3,8,0,10,100,99.01,1538,154,1384,64.52,13,1,0,0,0,2,100.00,0,126,2,150,flyers,2025,1.94,5.16,7.1,0.65,0.0,0.08,1.0,9.0,10.0,8.39,0.65,15.38,175.0,0.51,0.09,0.06,9.96,0.27,0.66,0.21,0.27,0.13,1.12,8.84,0.63,-0.5,-0.71,-0.99,-0.16,-0.28,-0.28,-0.57,-0.45,-0.65,1.22,-1.08,1.51,-0.14,0.33,0.306
Karl Ekwurtzel,14,171,201,35,2,33,3,34,93,96.88,1786,-121,1907,62.19,9,3,0,1,0,0,--,0,161,10,212,hustle,2025,1.0,16.42,17.41,0.46,1.75,0.2,-1.0,9.0,9.0,4.48,1.49,19.2,210.0,0.51,0.09,0.17,8.94,0.19,0.48,0.16,0.33,0.11,-0.47,9.4,0.51,-0.5,-0.71,0.79,-0.4,-0.63,-0.74,-0.78,-0.24,-0.78,1.44,-1.53,1.27,0.27,0.3,0.301
Calvin Stoughton,12,223,236,48,28,20,7,33,279,92.08,3923,1811,2112,58.9,27,22,0,0,0,8,57.14,1,156,67,274,glory,2025,11.86,8.47,20.34,1.18,3.14,0.15,8.0,9.0,17.0,11.44,9.32,14.06,209.0,0.49,0.09,0.14,16.51,0.24,1.18,0.24,0.23,0.17,7.62,8.89,0.41,-0.54,-0.71,0.3,1.44,-0.41,1.05,-0.44,-0.6,-0.39,1.24,0.79,0.92,-0.28,0.26,0.298
Marcel Osborne,14,318,366,57,22,35,7,35,387,93.93,5237,2599,2638,55.46,42,23,0,6,0,4,66.67,5,270,48,343,growlers,2025,6.01,9.56,15.57,1.06,2.2,0.11,7.0,7.0,14.0,11.48,6.28,13.53,223.0,0.34,0.06,0.09,14.26,0.19,1.06,0.14,0.19,0.12,7.07,7.19,0.27,-0.82,-0.93,-0.51,0.89,-0.63,0.75,-0.87,-0.74,-0.72,0.58,0.63,0.56,-0.34,0.24,0.298
Elliot Hawkins,4,85,84,20,10,10,3,17,44,88.0,1431,356,1075,52.38,3,5,0,1,0,3,75.00,5,63,22,82,apex,2025,11.9,11.9,23.81,0.52,3.53,0.2,4.0,13.0,17.0,3.57,5.95,32.52,194.0,1.01,0.2,0.19,16.7,0.37,0.55,0.45,0.51,0.28,4.28,12.42,1.32,0.41,0.12,1.11,1.49,0.15,-0.56,0.46,0.41,0.33,2.63,-0.17,0.23,1.7,0.45,0.293
Peter Boerth,4,71,44,10,1,9,2,9,50,94.34,583,170,413,63.64,7,2,0,1,0,0,--,0,14,57,84,glory,2025,2.27,20.45,22.73,1.14,2.82,0.13,4.0,9.0,13.0,15.91,4.55,11.66,209.0,1.63,0.35,0.18,13.02,0.76,1.12,0.63,0.9,0.45,3.98,9.04,1.97,1.55,1.26,0.95,0.59,1.85,0.9,1.24,1.82,1.44,1.3,-0.26,1.42,-0.54,0.46,0.292
Zeke Thoreson,6,127,156,21,7,14,2,16,102,94.44,2216,396,1820,57.05,13,5,0,2,0,1,50.00,0,121,6,151,apex,2025,4.49,8.97,13.46,0.65,1.57,0.13,3.0,12.0,14.0,8.33,3.21,21.73,194.0,0.57,0.11,0.1,14.11,0.27,0.66,0.23,0.3,0.16,2.61,11.49,0.66,-0.39,-0.56,-0.34,0.86,-0.28,-0.28,-0.48,-0.34,-0.46,2.27,-0.65,0.73,0.54,0.33,0.291
Matt Jackson,13,175,153,19,13,6,7,20,139,97.89,1125,770,355,56.21,13,3,0,3,0,2,66.67,0,36,139,214,apex,2025,8.5,3.92,12.42,0.91,4.0,0.11,5.0,2.0,7.0,8.5,1.96,8.09,194.0,0.56,0.14,0.13,7.47,0.27,0.91,0.27,0.26,0.15,5.03,2.44,0.59,-0.41,-0.33,0.14,-0.76,-0.28,0.36,-0.31,-0.49,-0.52,-1.29,0.04,0.64,-0.92,0.27,0.284
Will Turner,12,218,125,16,8,8,7,17,132,94.96,1370,987,383,58.4,7,5,0,1,0,5,83.33,142,14,204,243,growlers,2025,6.4,6.4,12.8,1.06,3.21,0.08,8.0,3.0,11.0,5.6,4.0,10.38,223.0,0.66,0.17,0.13,10.96,0.28,1.05,0.29,0.33,0.19,7.78,3.18,0.73,-0.23,-0.1,0.14,0.09,-0.24,0.72,-0.22,-0.24,-0.26,-1.0,0.83,0.87,-0.67,0.27,0.282
Ivan Tran,11,134,71,7,2,5,8,15,60,100.0,485,135,350,54.93,5,0,0,0,0,1,100.00,0,0,134,170,glory,2025,2.82,7.04,9.86,0.85,5.97,0.11,2.0,5.0,7.0,7.04,0.0,8.08,209.0,1.01,0.3,0.2,7.11,0.46,0.86,0.42,0.53,0.26,2.11,5.0,1.22,0.41,0.88,1.28,-0.85,0.55,0.23,0.33,0.49,0.2,-0.28,-0.79,0.5,-0.92,0.31,0.28
James Franklin,9,201,234,54,27,27,0,34,164,89.62,3756,1306,2450,49.15,13,19,0,1,0,13,65.00,0,189,12,212,aviators,2025,11.54,11.54,23.08,0.7,0.0,0.17,6.0,10.0,16.0,5.56,8.12,22.9,175.0,0.52,0.06,0.14,15.95,0.18,0.71,0.24,0.26,0.16,5.57,10.38,0.45,-0.48,-0.93,0.3,1.31,-0.67,-0.15,-0.44,-0.49,-0.46,1.83,0.2,-0.11,0.67,0.25,0.275
Tony Goss,10,204,221,28,13,15,4,22,280,96.55,2207,1454,753,58.37,21,9,0,1,0,3,100.00,0,160,44,230,cascades,2025,5.88,6.79,12.67,1.27,1.96,0.11,7.0,3.0,10.0,9.5,4.07,7.88,177.0,0.43,0.08,0.1,10.01,0.23,1.26,0.19,0.22,0.13,6.54,3.46,0.41,-0.65,-0.78,-0.34,-0.14,-0.45,1.26,-0.65,-0.63,-0.65,-0.89,0.48,0.86,-0.94,0.24,0.274
Bryce Lozinski,13,232,141,10,9,1,4,11,138,97.87,1022,749,273,56.03,10,2,2,1,0,2,100.00,4,23,209,268,growlers,2025,6.38,0.71,7.09,0.98,1.72,0.05,5.0,2.0,7.0,7.09,1.42,7.41,223.0,0.55,0.13,0.08,7.38,0.27,0.98,0.27,0.25,0.15,5.3,2.08,0.63,-0.43,-0.4,-0.67,-0.79,-0.28,0.54,-0.31,-0.52,-0.52,-1.43,0.12,0.62,-0.99,0.25,0.274
Liam Jay,11,114,83,12,10,2,1,12,75,97.4,545,530,15,44.58,1,1,0,0,0,2,100.00,1,0,114,150,spiders,2025,12.05,2.41,14.46,0.9,0.88,0.11,6.0,0.0,7.0,1.2,1.2,7.27,204.0,0.93,0.18,0.14,6.82,0.35,0.91,0.45,0.42,0.24,6.31,0.51,1.05,0.27,-0.03,0.3,-0.92,0.07,0.36,0.46,0.09,0.07,-2.05,0.41,-0.59,-1.0,0.32,0.274
Dan Nichols,6,102,96,11,5,6,4,13,84,97.67,901,414,487,60.42,8,2,0,0,0,0,--,0,67,35,110,thunderbirds,2025,5.21,6.25,11.46,0.88,3.92,0.13,4.0,5.0,9.0,8.33,2.08,10.73,152.0,0.8,0.19,0.13,9.47,0.38,0.88,0.35,0.41,0.22,4.35,5.12,0.95,0.03,0.05,0.14,-0.28,0.2,0.29,0.03,0.05,-0.07,-0.24,-0.15,1.08,-0.63,0.32,0.272
Ted Schewe,12,191,260,23,15,8,3,12,338,94.94,3232,2447,785,48.85,15,13,0,1,0,6,75.00,0,191,0,236,radicals,2025,5.77,3.08,8.85,1.3,1.57,0.06,9.0,3.0,12.0,5.77,5.0,9.56,192.0,0.35,0.07,0.05,12.4,0.17,1.29,0.17,0.16,0.12,9.33,3.08,0.36,-0.8,-0.86,-1.16,0.44,-0.71,1.33,-0.74,-0.85,-0.72,-1.04,1.28,-0.14,-0.76,0.24,0.266
Jack Havey,8,164,197,18,7,11,2,9,175,95.63,2385,1228,1157,42.13,12,7,0,4,0,1,33.33,0,135,29,179,alleycats,2025,3.55,5.58,9.14,0.89,1.22,0.05,6.0,6.0,12.0,6.09,3.55,13.63,164.0,0.44,0.08,0.04,12.08,0.21,0.89,0.18,0.23,0.13,6.2,5.88,0.49,-0.63,-0.78,-1.32,0.36,-0.54,0.31,-0.7,-0.6,-0.65,0.06,0.38,-0.85,-0.32,0.25,0.261
Kyle Henke,13,319,367,57,29,28,12,37,427,91.83,6491,3395,3096,56.13,36,32,1,0,0,16,51.61,1,290,29,337,sol,2025,7.9,7.63,15.53,1.16,3.76,0.12,9.0,8.0,18.0,9.81,8.72,15.2,193.0,0.34,0.07,0.1,17.6,0.18,1.16,0.16,0.17,0.14,9.19,8.4,0.27,-0.82,-0.86,-0.34,1.71,-0.67,1.0,-0.78,-0.81,-0.59,1.05,1.24,0.63,-0.16,0.19,0.251
Marques Brownlee,10,175,89,20,18,2,5,17,102,91.89,1361,1070,291,53.93,6,8,0,0,0,4,66.67,128,15,160,178,empire,2025,20.22,2.25,22.47,1.15,2.86,0.1,12.0,3.0,15.0,6.74,8.99,13.34,213.0,0.96,0.21,0.18,15.06,0.38,1.14,0.51,0.39,0.3,11.65,3.41,1.05,0.32,0.2,0.95,1.09,0.2,0.95,0.72,-0.02,0.46,-0.91,1.95,0.4,-0.36,0.27,0.247
Darren Dyer,2,34,27,5,1,4,5,10,5,100.0,271,12,259,33.33,1,0,0,0,0,0,--,0,4,30,50,mechanix,2025,3.7,14.81,18.52,0.19,14.71,0.29,0.0,10.0,10.0,3.7,0.0,54.2,144.0,2.34,0.62,0.31,10.19,0.97,0.31,0.97,1.22,0.62,1.16,9.03,4.35,2.85,3.3,3.06,-0.1,2.76,-1.17,2.7,2.98,2.54,1.3,-1.07,-1.78,4.02,0.42,0.247
Bryan Vohnoutka,16,311,333,58,27,31,8,46,268,92.1,4493,1872,2621,54.05,24,19,0,1,0,6,60.00,2,224,87,337,windchill,2025,8.11,9.31,17.42,0.8,2.57,0.15,6.0,8.0,13.0,7.21,5.71,16.76,247.0,0.38,0.07,0.14,13.46,0.16,0.81,0.17,0.2,0.12,5.61,7.84,0.3,-0.74,-0.86,0.3,0.7,-0.76,0.11,-0.74,-0.71,-0.72,0.83,0.21,0.41,0.01,0.21,0.245
Kevin Goldberg,12,226,282,36,16,20,3,14,441,94.84,4996,2224,2772,46.45,20,21,0,4,0,6,54.55,0,224,2,256,aviators,2025,5.67,7.09,12.77,1.56,1.33,0.06,8.0,10.0,18.0,7.09,7.45,11.33,175.0,0.37,0.06,0.05,17.6,0.17,1.55,0.16,0.19,0.14,7.84,9.76,0.34,-0.76,-0.93,-1.16,1.71,-0.71,2.0,-0.78,-0.74,-0.59,1.59,0.85,-0.39,-0.57,0.2,0.242
Casey Wu,12,156,192,19,4,15,2,18,113,98.26,1646,691,955,54.69,10,1,0,2,0,1,100.00,0,149,7,176,growlers,2025,2.08,7.81,9.9,0.59,1.28,0.12,4.0,5.0,9.0,5.21,0.52,14.57,223.0,0.45,0.09,0.09,8.63,0.2,0.6,0.17,0.25,0.11,3.63,5.0,0.51,-0.61,-0.71,-0.51,-0.48,-0.58,-0.43,-0.74,-0.52,-0.78,-0.28,-0.36,0.48,-0.22,0.27,0.24
Hudson Stuck,6,64,46,4,0,4,1,5,34,100.0,476,195,281,36.96,1,0,0,0,0,0,--,0,10,54,98,aviators,2025,0.0,8.7,8.7,0.74,1.56,0.08,4.0,6.0,10.0,2.17,0.0,14.0,175.0,1.45,0.31,0.1,10.41,0.61,0.76,0.59,0.76,0.39,4.31,6.1,1.94,1.22,0.96,-0.34,-0.05,1.2,-0.02,1.06,1.32,1.04,0.15,-0.16,-1.4,-0.28,0.32,0.239
Oliver Artus,13,212,256,41,11,30,4,35,107,93.86,2327,499,1828,54.3,9,7,0,3,0,3,60.00,0,205,7,220,growlers,2025,4.3,11.72,16.02,0.42,1.89,0.17,2.0,7.0,9.0,3.52,2.73,21.75,223.0,0.43,0.07,0.13,9.13,0.15,0.43,0.16,0.25,0.1,2.01,7.12,0.41,-0.65,-0.86,0.14,-0.36,-0.8,-0.86,-0.78,-0.52,-0.85,0.55,-0.82,0.43,0.54,0.24,0.238
Anthony Gutowsky,13,301,309,67,11,56,17,63,173,91.53,3523,658,2865,51.13,16,13,0,8,0,1,25.00,0,175,126,335,radicals,2025,3.56,18.12,21.68,0.56,5.65,0.21,2.0,9.0,11.0,5.18,4.21,20.36,192.0,0.44,0.1,0.2,11.39,0.15,0.57,0.13,0.29,0.11,2.18,9.22,0.34,-0.63,-0.63,1.28,0.19,-0.8,-0.51,-0.91,-0.38,-0.78,1.37,-0.77,0.1,0.4,0.18,0.238
Eugene L'Heureux,14,179,115,12,9,3,5,13,63,95.45,1057,666,391,57.39,7,3,1,1,0,4,100.00,136,3,176,220,shred,2025,7.83,2.61,10.43,0.55,2.79,0.07,6.0,3.0,9.0,6.09,2.61,16.78,214.0,0.68,0.17,0.11,9.27,0.31,0.57,0.32,0.32,0.19,5.76,3.51,0.85,-0.19,-0.1,-0.18,-0.32,-0.11,-0.51,-0.1,-0.27,-0.26,-0.87,0.25,0.76,0.01,0.23,0.233
Colin White,11,148,158,13,1,12,3,13,81,98.78,1319,460,859,54.43,10,1,0,2,0,0,--,0,116,32,183,phoenix,2025,0.63,7.59,8.23,0.51,2.03,0.09,3.0,5.0,8.0,6.33,0.63,16.28,179.0,0.51,0.11,0.08,8.43,0.25,0.53,0.19,0.29,0.13,2.98,5.45,0.62,-0.5,-0.56,-0.67,-0.53,-0.37,-0.61,-0.65,-0.38,-0.65,-0.11,-0.54,0.45,-0.04,0.23,0.233
Brandon Pastor,11,198,245,35,6,29,2,32,154,98.09,1694,410,1284,55.1,7,3,0,2,0,1,100.00,0,195,3,236,phoenix,2025,2.45,11.84,14.29,0.63,1.01,0.16,2.0,5.0,7.0,2.86,1.22,11.0,179.0,0.42,0.07,0.13,7.0,0.15,0.64,0.14,0.26,0.09,1.74,5.26,0.38,-0.67,-0.86,0.14,-0.88,-0.8,-0.33,-0.87,-0.49,-0.91,-0.18,-0.9,0.52,-0.61,0.2,0.23
